id,name,address_formatted,address_city_state_zip,address_street,address_city,address_state,address_zipcode,contact_phone,contact_email,contact_website,tea_school_district_name,tea_school_district_number,tea_county_name,tea_esc_region,address_county,address_region,location_lat,location_lng,vendorType,vendorTypes,type,displayGradeRange,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,costOptions,description,serviceType,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,directPayMarketplace,additionalLocations,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
recCbcxy6MbI5kBgA,Mathnasium Of Villages Of Westcreek,"12370 Potranco Rd, San Antonio, TX, 78253","San Antonio, TX 78253",12370 Potranco Rd,San Antonio,TX,78253,(210) 639-6687,reshma.maredia@mathnasium.com,https://www.mathnasium.com/math-centers/villagesofwestcreek,Medina Valley ISD,163908,Bexar,13,Bexar County,San Antonio Area,29.4289655,-98.7392981,Tutoring,Tutoring,,,,,,,,,,"Mathnasium is a High-Impact, Targeted Math Solution dedicated to teaching every child math—including those without access to a Mathnasium Learning Center. Our approach is built on individualized instruction delivered in a supportive small-group environment. Each student begins with a comprehensive assessment to identify their unique learning needs. Based on this assessment, we create a customized learning plan that our specially trained instructors use to build fluency, confidence, and mastery in essential math skills. We offer 60-minute sessions with flexible formats designed to meet students where they are. Our targeted instructional model—from Assessment to Learning Plan—ensures meaningful progress, with students demonstrating measurable achievement in as little as eight hours of instructional time per month. At Mathnasium, we believe connection matters. Our caring, knowledgeable instructors inspire confidence and foster a positive relationship with math, empowering every child to succeed.",local,,,,,True,,Tutoring: Math,,,,,,,,,
recCdONJk1EZFuNsa,Aspire,"9740 Barker Cypress Rd, Ste A, Cypress, TX, 77433","Cypress, TX 77433","9740 Barker Cypress Rd, Ste A",Cypress,TX,77433,(713) 494-3971,info@aspire-now.com,https://www.aspire-now.com,Cypress-Fairbanks ISD,101907,Harris,4,Harris County,Houston Area,29.9193964,-95.6854895,Tutoring,Tutoring,,,,,,,,,,"Aspire Advancement Center uses a variety of sound, up to date, research-based instructional strategies giving students multiple opportunities to be successful. We offer reading tutoring, writing tutoring, math tutoring, STAAR test prep, testing strategies, and homework assistance to all students in grades K-12. When choosing a tutoring program for your child, we know that you want to make the best decision. Therefore, we make it simple. We have flexible scheduling to meet the needs of your family, serve you on a month-to-month basis rather than a long-term contract, and follow the same sequence of lessons from your child's school. We choose only the best tutors and teachers through referrals and a rigorous interview process, making Aspire Advancement Center one of the best tutoring services in Cypress, TX.",local,,,,,True,,Tutoring: Math; Tutoring: English/Language Arts,,,,,,,,,
recCexCYnicBbRBqA,Achievers Of Excellence Learning Academy,"1040 N Bryan Belt Line Rd, Mesquite, TX, 75149","Mesquite, TX 75149",1040 N Bryan Belt Line Rd,Mesquite,TX,75149,+14692482884,aoelachievers@yahoo.com,https://www.aoelacademy.com,Mesquite ISD,057914,Dallas,10,Dallas County,Dallas-Fort Worth,32.7783471,-96.5963256,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"Achievers of Excellence Learning Academy is a place to discover where Every Child Matters, their Potential Shines Brighter, and Purpose and Dreams turn into Achievement.  Here at our academy, dreams aren’t just encouraged, they’re cultivated.  Achievers is more than a school; we are a community of passionate educators and engaged families dedicated to nurturing and shaping confident and capable learners where Excellence becomes a way of life.  Through our innovative, future focused curriculum, state of the art programs, and personalized attention, we empower every child to discover their strengths, embrace challenges, reach new heights and strive for Excellence!  ",local,,,,,True,,,,,5400,7200,0.75,0.9,,,0.9
recCfvBXMd9IgLLq0,Tiny Feet Daycare #2,"1408 W Stassney Ln, Austin, TX, 78745","Austin, TX 78745",1408 W Stassney Ln,Austin,TX,78745,(512) 912-7766,tinyfeetstassney@yahoo.com,,Austin ISD,227901,Travis,13,Travis County,Austin Area,30.2128687,-97.79166459999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recCgm9JUtSOKwEJ6,Maelee's Learning Academy 2,"1525 W Expy 83, Ste 5, Weslaco, TX, 78596","Weslaco, TX 78596","1525 W Expy 83, Ste 5",Weslaco,TX,78596,(956) 447-0700,maeleeslearningacademy2@gmail.com,https://www.facebook.com/mla2,Weslaco ISD,108913,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.171500308292,-97.976277990551,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recChBm6dxPmSZFU2,Kids R Kids Castle Hills,"4516 Maumee Dr, Carrollton, TX, 75010","Carrollton, TX 75010",4516 Maumee Dr,Carrollton,TX,75010,(972) 939-5437,haylee@kidsrkidscastlehills.com,https://kidsrkids.com/castle-hills,Lewisville ISD,061902,Denton,11,Denton County,Dallas-Fort Worth,33.0325272,-96.92082959999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recCjTLtTjucZIGcj,Christian Life Center Academy,"806 Russell Palmer Rd, Kingwood, TX, 77339","Kingwood, TX 77339",806 Russell Palmer Rd,Kingwood,TX,77339,+12813194673,info@clc-church.com,https://clc-church.com/PAGES/SCHOOL,Humble ISD,101913,Montgomery,4,Montgomery County,Houston Area,30.0658949,-95.2247349,Schools,Schools,Private School,Grades PreK–12,-1,12,True,True,True,True,EFA-Eligible,"International. school, F1 assistance, programs for students with special needs, Many of our graduates attend college on scholarships. We have alumni who have gone on to play professional sports in the NBA, NFL, MLS, and alumni who have attended college on scholarships for baseball and volleyball.",local,,,,,True,,,,,11000,15000,0.91,0.93,1,12,0.88
recCjYwpyEIJ0YKZ7,First Class Child Development Center 2,"1215 Old Black Colony Rd, Buda, TX, 78610","Buda, TX 78610",1215 Old Black Colony Rd,Buda,TX,78610,+15122955959,info@firstclasscdc.com,https://www.firstclasscdc.com,Hays Cons ISD,105906,Travis,13,Hays County,Austin Area,30.0851661,-97.8698217,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"First Class CDC is a licensed child care center that is locally owned and operated in south Austin and Buda, Texas. Our philosophy is achieved through a warm and caring atmosphere which promotes creativity and growth. We provide social, physical, and educational activities that lead to problem solving and skill building. 

We encourage happiness and provide challenging opportunities: opportunities to be creative and opportunities to develop skills to prepare children for daily growth.

We believe early childhood education is critical to child development. Experiences gained in early childhood education set the stage for a child's future. Our teachers have extensive experience with children and actively participate in early childhood education programs.",local,,,,,True,,,,,12260,16650,1,1,1,18,1
recCm4nQhOzqDluEy,Lollipop Stop Children's Center,"920 Calvary St, Vidor, TX, 77662","Vidor, TX 77662",920 Calvary St,Vidor,TX,77662,(409) 782-1660,blmcpayne@yahoo.com,,Vidor ISD,181907,Orange,5,Orange County,East Texas,30.1245871,-94.02916019999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recCmOoKxhsGzNaCJ,Crayola Learning Center,"9908 Beechnut St, Ste I, Houston, TX, 77036","Houston, TX 77036","9908 Beechnut St, Ste I",Houston,TX,77036,(713) 269-2513,crayolalc@yahoo.com,https://crayolalearningcenter.com,Lamar Cons ISD,079901,Harris,4,Harris County,Houston Area,29.6901737,-95.55541129999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recCnaCDTaJJSReou,Little Scholars Childcare Academy,"6060 Montgomery Dr, Ste 112, Windcrest, TX, 78239","Windcrest, TX 78239","6060 Montgomery Dr, Ste 112",Windcrest,TX,78239,(210) 800-3505,littlescholars.cc.academy2@gmail.com,,North East ISD,015910,Bexar,13,Bexar County,San Antonio Area,29.5106485,-98.36879139999999,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recCnvfz16J6DFLbq,Dear Ones Daycare And Preschool,"6901 Granbury Rd, Fort Worth, TX, 76133","Fort Worth, TX 76133",6901 Granbury Rd,Fort Worth,TX,76133,+16828411333,info@dearonesmontessori.com,https://dearonesmontessori.com,Crowley ISD,220912,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.626021,-97.3871751,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"DearOnes Montessori is a warm, nurturing community where children learn with confidence, curiosity, and purpose. Our classrooms are calm, joyful spaces filled with hands‑on Montessori materials that help children explore, think independently, and develop real‑world skills.

💛 What Makes Us Special
• 	A culture of respect, kindness, and belonging
• 	Authentic Montessori learning that builds independence
• 	Hands‑on academics in literacy, math, science, and cultural studies
• 	Nature‑connected experiences that spark wonder
• 	Strong partnerships with families

🌟 What Children Experience
• 	Purposeful work that builds confidence
• 	Joyful exploration indoors and outdoors
• 	Creativity through art, music, and movement
• 	A community that celebrates diversity and global awareness",local,,,,,True,,,,,12200,13000,0.9,0.9,0.84,15,0.9
recCoCGcLzSbrkpf8,"Wos, Inc. D/B/A The Childrens Courtyard","708 W Polo Rd, Grand Prairie, TX, 75052","Grand Prairie, TX 75052",708 W Polo Rd,Grand Prairie,TX,75052,(972) 263-9098,polo@childrenscourtyard.com,,Grand Prairie ISD,057910,Dallas,11,Dallas County,Dallas-Fort Worth,32.65898260000001,-97.0147077,Schools,Schools,Private School,Grades PreK–1,-1,1,,True,,,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recCoQOp7SztuwLaF,Lord Of Life Lutheran Child Development Center,"1317 Flour Bluff Dr, Corpus Christi, TX, 78418","Corpus Christi, TX 78418",1317 Flour Bluff Dr,Corpus Christi,TX,78418,+13619376414,director@mylordoflife.org,https://www.lordoflifecdc.net,Flour Bluff ISD,178914,Nueces,2,Nueces County,South Texas,27.6706934,-97.2984522,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"The purpose of our school is to assist parents in bringing up children"" in the training and instruction of the Lord"" Ephesians 6:4
We love Jesus and we love children; we teach and share the love of God each and every day here!",local,,,,,True,,,,,3000,9000,1,0.51,,10,1
recCrumY1ZlSC6t7i,Excel Adventist Academy,"7950 W Fuqua Dr, Missouri City, TX, 77489","Missouri City, TX 77489",7950 W Fuqua Dr,Missouri City,TX,77489,+12818350770,exceladventistacademy@gmail.com,https://www.excel-tx.org,Houston ISD,101912,Harris,4,Fort Bend County,Houston Area,29.6018361,-95.5070389,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,"Excel Adventist Academy (EAA) is a PreK3 - 8th grade Christian academy where students thrive in a nurturing, Christ-centered environment. EAA provides an academic setting that supports a wide range of skills and abilities through individualized instruction. Teachers adapt lessons to meet the pace and learning needs of each student. With a 1:15 teacher-to-student ratio, every child receives personal attention to help them grow academically, spiritually, and socially.",local,,,,,True,,,,,,,,,,,
recCsNaMRDFsyav6k,Little Adventurers Child Development Center,"610 W 13th St, Weslaco, TX, 78596","Weslaco, TX 78596",610 W 13th St,Weslaco,TX,78596,(956) 351-5454,littleadventurerscdc@gmail.com,,Weslaco ISD,108913,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.1473379,-97.9981935,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recCtxll8lSEwltQk,Little Learners Hillsboro,"219 E Elm St, Hillsboro, TX, 76645","Hillsboro, TX 76645",219 E Elm St,Hillsboro,TX,76645,+12544792226,littlelearnershillsboro@gmail.com,https://littlelearnershillsboro.com,Hillsboro ISD,109904,Hill,11,Hill County,Central Texas,32.0109782,-97.1275933,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,"Little Learners Hillsboro is a nurturing, high-quality early childhood education center where children grow through purposeful play, strong relationships, and hands-on learning. As a Texas Rising Star 4-Star school using the Frog Street curriculum, we focus on building confident, curious learners in a safe, family-centered environment. Our goal is to support both children and parents by creating a foundation for lifelong success.",local,,,,,True,,,,,10000,10500,0.7,0.75,,15,0.7
recCv2Z9MU57SQMAt,Children's Learning Adventure Child Care Center- Humble,"9340 N Sam Houston Pkwy E, Humble, TX, 77396","Humble, TX 77396",9340 N Sam Houston Pkwy E,Humble,TX,77396,+12818255635,csodja@childrenslearningadventure.com,https://childrenslearningadventure.com,Humble ISD,101913,Harris,4,Harris County,Houston Area,29.9337392,-95.2519054,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"Children’s Learning Adventure offers exceptional early childhood education designed to help every child become a confident, independent learner with a strong sense of self-worth. Our STEAM-based curriculum and multiple learning environments engage children in hands-on discovery across science, arts, math, and literacy — making learning an exciting and meaningful adventure each day.",local,,,,,True,,,,,11892,22980,1,0.9,1,18,1
recCwUx56zi7m8HH7,The Talk Shop,"619 E Crosby Ave, El Paso, TX, 79902","El Paso, TX 79902",619 E Crosby Ave,El Paso,TX,79902,(915) 444-8003,rochellemiddleton@thetalkshopep.com,https://www.thetalkshopep.com,El Paso ISD,071902,El Paso,19,El Paso County,El Paso Area,31.7717942,-106.492221,Therapy,Therapy,,,,,,,,,,"Mental and Behavioral Counseling Center. We work with individuals and couples ages 5-75 with all non acute disorders. We also offer other holistic services that are in place by a Licensed Professional Counselor that assists in managing and reducing, anxiety stress, mental relaxation among other benefits.",local,,,,,True,,Therapy: Behavioral,,,,,,,,,
recD0ZQD40KnATNx9,Crossroads Early Learning Center,"12110 E Sam Houston Pkwy N, Houston, TX, 77044","Houston, TX 77044",12110 E Sam Houston Pkwy N,Houston,TX,77044,(713) 904-5148,mallard@crossroadselc.com,https://crossroadselc.com,Sheldon ISD,101924,Harris,4,Harris County,Houston Area,29.8986241,-95.2011603,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recD1FRlQNGsQa4dr,I Heart Learning,"7015 Snider Plz, Ste 215, Dallas, Tx, TX, 75214","Dallas, Tx, TX 75214","7015 Snider Plz, Ste 215","Dallas, Tx",TX,75214,(817) 917-6997,michelle@iheartlearningacademy.com,https://www.iheartlearningacademy.com,Highland Park ISD (Dallas),057911,Dallas,10,Dallas County,Dallas-Fort Worth,32.8506469,-96.78821289999999,Tutoring,Tutoring,,,,,,,,,,"I Heart Learning Academy is a specialized learning center dedicated to helping students ages 4 and up become confident, independent learners through prescriptive, Orton-Gillingham–based instruction customized to each child’s unique needs. We provide one-on-one and small-group intervention in reading, dyslexia, and foundational academic skills using structured literacy practices aligned with the Science of Reading. Founded by a Licensed Dyslexia Therapist and Certified Academic Language Therapist, I Heart Learning Academy serves families and schools through in-clinic, on-campus, and virtual services. In addition to direct student intervention, we train and mentor educators through professional development and certification pathways, supporting lasting literacy growth for both students and teachers.",online; local,,,,,True,,Tutoring: Math; Tutoring: English/Language Arts; Tutoring: Science,,,,,,,,,
recD1Jf7Xd50QVKtF,Trace Literacy,"119 Morning Glory Pl, Red Oak, TX, 75154-1280","Red Oak, TX 75154-1280",119 Morning Glory Pl,Red Oak,TX,75154-1280,(469) 552-5526,kmthompson@traceliteracy.com,https://www.traceliteracy.com,Red Oak ISD,070911,Ellis,10,Ellis County,Dallas-Fort Worth,32.5405582,-96.8326616,Therapy,Therapy,,,,,,,,,,"At Trace Literacy, we believe that reading and writing are human rights! As a language and literacy intervention clinic, we provide specialized therapy in all things related to the English language. Language therapy is a specific style of teaching students how to read and write that is scientifically backed by decades of research in the field of reading science.",local,,,,,True,,,,,,,,,,,
recD1i1TiIPbPAGSs,Primrose School Of West Pearland,"1751 Kirby Dr, Pearland, TX, 77584","Pearland, TX 77584",1751 Kirby Dr,Pearland,TX,77584,(713) 436-0404,akirk@primrosepearlandpkwy.com,https://www.primrosewestpearland.com,Alvin ISD,020901,Harris,4,Brazoria County,Houston Area,29.5812289,-95.3999728,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recD3llgHFMIvLYZz,Little Tyke - Richland Hills,"6923 Baker Blvd, Richland Hills, TX, 76118","Richland Hills, TX 76118",6923 Baker Blvd,Richland Hills,TX,76118,(817) 788-1884,dfps71@littletykechildcare.com,https://littletykechildcare.com,Arlington ISD,220901,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.8097974,-97.2336356,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recD4Wj8FNwJDoGEh,Starfish Social Club,"Box 592681, San Antonio, TX, 78259","San Antonio, TX 78259",Box 592681,San Antonio,TX,78259,(210) 352-0238,hello@starfishsocialclub.org,https://www.starfishsocialclub.org,,,,,Bexar County,San Antonio Area,,,Enrichment,Enrichment,,,,,,,,,,We help autistic and ADHD kids make friends through weekly social skills groups and summer camp programs.,local,,,,,True,,Enrichment: Neurodivergent-Focused,,,,,,,,,
recD5J4iK7aYcUNgl,Rawson Saunders School,"2614 A Exposition Blvd, Austin, TX, 78703","Austin, TX 78703",2614 A Exposition Blvd,Austin,TX,78703,(512) 476-8382,lsteinbach@rawsonsaunders.org,https://www.rawsonsaunders.org,Del Valle ISD,227910,Travis,13,Travis County,Austin Area,30.3020356,-97.76550999999999,Tutoring,Tutoring,,,,,,,,,,"Rawson Saunders is where dyslexic learners thrive. As an academically excellent, fully accredited independent school for students with dyslexia, Rawson Saunders is the only school in central Texas of its kind, and one of just a handful in the country. We are internationally recognized as a leader in innovative, multisensory teaching methods tailored specifically to the way students with dyslexia learn.",local,,,,,True,,,,,,,,,,,
recD79W36ww8cwsAc,The Pharr Oratory Of St. Philip Neri School System,"505 S Ironwood, Pharr, TX, 78577","Pharr, TX 78577",505 S Ironwood,Pharr,TX,78577,+19567813056,info@oratoryschools.org,https://www.oratoryschools.org,Pharr-San Juan-Alamo ISD,108909,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.1871581,-98.1723323,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,"The mission of the Oratory Academy is to promote the formation of Christian character, Catholic lay leadership, Christian fellowship and community service by integrating the gospel message with a liberal arts educational program in the spirit of joy of St. Philip Neri. Every Oratory student believes the Gospel message and lives it by making a difference in the world, as each student journeys to his/her ultimate end, heaven.",local,,,,,True,,,,,5040,6036,0.98,0.95,1,11,0.95
recD7CIBJc8qPGolD,The Agape School,"805 Forest Ridge Dr, Ste 101, Bedford, TX, 76022","Bedford, TX 76022","805 Forest Ridge Dr, Ste 101",Bedford,TX,76022,(806) 470-6596,cburks@theagapeschool.org,https://www.theagapeschool.org,Hurst-Euless-Bedford ISD,220916,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.8224638,-97.1486893,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDA6hPVjMZ9tSZi,Kid Care Learning Center,"6237 Evers Rd, San Antonio, TX, 78238","San Antonio, TX 78238",6237 Evers Rd,San Antonio,TX,78238,(210) 265-5059,kidcaresa@yahoo.com,https://kidcarelc.com,Northside ISD (Bexar),015915,Bexar,13,Bexar County,San Antonio Area,29.4965305,-98.60724309999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDB235hp35PHqfO,"Country Home Learning Center #1, Ltd.","13315 NW Military Hwy, San Antonio, TX, 78231","San Antonio, TX 78231",13315 NW Military Hwy,San Antonio,TX,78231,+12104923731,ch1@countryhomelc.com,https://www.countryhomelearningcenter.com,North East ISD,015910,Bexar,13,Bexar County,San Antonio Area,29.56426879999999,-98.53887019999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"Our young students will experience a rich variety of hands-on activities that encourage them to explore, discover solutions, and engage in countless projects that challenge and excite young minds.
In addition to being cared for and loved, your child will have a blast at CHLC! With indoor and outdoor playgrounds, a waterpark, computer lab, soda shop, theater, library, putt-putt golf, tons of planned activities, and more, we provide an environment that fosters curiosity, imagination, and growth.",local,,,,,True,,,,,9878,17054,1,,,11,
recDBNnt9yUXQnhuq,The Learning Experience Sienna,"4112 Bees Loop, Missouri City, TX, 77459","Missouri City, TX 77459",4112 Bees Loop,Missouri City,TX,77459,(832) 440-0264,siennaplantation@tlechildcare.com,https://thelearningexperience.com/centers/sienna-plantation,Fort Bend ISD,079907,Harris,4,Fort Bend County,Houston Area,29.5089064,-95.5264844,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDBT8kzVLJWVdpd,Kids R Kids # 27,"2000 Waterside Estates Cir, Richmond, TX, 77406","Richmond, TX 77406",2000 Waterside Estates Cir,Richmond,TX,77406,(832) 451-1111,krk27tx@yahoo.com,https://kidsrkids.com/waterside,Lamar Cons ISD,079901,Harris,4,Fort Bend County,Houston Area,29.5508704,-95.69463929999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDD0akOKzUfPSVQ,Our Lady Of Victory Catholic School,"1311 E Mesquite, Victoria, TX, 77901","Victoria, TX 77901",1311 E Mesquite,Victoria,TX,77901,+13615755391,office@ourladyvictory.org,https://www.ourladyvictory.org,Victoria ISD,235902,De Witt,2,Victoria County,South Texas,28.8232761,-96.99163639999999,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,"OLV school is the largest and one of the most sought after schools in Victoria. The school features accelarated programs, high school credits, and is the only Blue Ribbon School in Victoria.  The school has recently added a new 4 million dollar junior high with new state of the art facilities. The schoolw as able to open a 3rd classroom to most grade levels but waitlist exist for certain grade levels. Teacher/Student class sizes average 18-1 with additional aides in many of those classrooms. ",local,,,,,True,,,,,5000,8000,0.99,0.99,1,18,0.99
recDEjk5wNyYtX1yS,Beloved And Beyond,"557 County Road 331, Rosebud, TX, 76570","Rosebud, TX 76570",557 County Road 331,Rosebud,TX,76570,(979) 353-2838,glen@belovedandbeyond.org,https://www.belovedandbeyond.org,Rosebud-Lott ISD,073905,Falls,6,Falls County,Central Texas,31.1609269,-96.8835912,Enrichment,Enrichment,,,,,,,,,,"Camp for children and adults who have special needs/disabilities. We provide one on one care, challenging activities, social development and more. Check our website for more information.",local,,,,,True,,Enrichment: Neurodivergent-Focused,,,,,,,,,
recDEsyIFUNtKie5I,Ovilla Christian School,"3251 Ovilla Rd, Red Oak, TX, 75154","Red Oak, TX 75154",3251 Ovilla Rd,Red Oak,TX,75154,(972) 617-1177,byttredahl@ovillachristianschool.org,https://www.ovillachristian.org,Red Oak ISD,070911,Ellis,11,Ellis County,Dallas-Fort Worth,32.530776,-96.8826347,Schools,Schools,Private School,Grades PreK–12,-1,12,True,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDEvdNOiy46ynDm,Storytime Child Care,"737 Twin Creek Dr, Desoto, TX, 75115","Desoto, TX 75115",737 Twin Creek Dr,Desoto,TX,75115,(469) 853-8428,storytimechildcare@yahoo.com,,DeSoto ISD,057906,Dallas,11,Dallas County,Dallas-Fort Worth,32.5872261,-96.8735549,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDGcBVfwkRkO0Th,Jags Christian Academy,"401 SW Plaza, Ste 103, Arlington, TX, 76016","Arlington, TX 76016","401 SW Plaza, Ste 103",Arlington,TX,76016,(682) 552-6094,dridoraj@gmail.com,https://www.jagschristianacademy.org,Arlington ISD,220901,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.6764531,-97.20087699999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDIjEZlsi7JakmI,Whole Health Behavior,"1001 Pat Booker Rd, Universal City, TX, 78148-4154","Universal City, TX 78148-4154",1001 Pat Booker Rd,Universal City,TX,78148-4154,(210) 701-0525,lmcwhorter@wholehealthbehavior.com,https://www.wholehealthbehavior.com,Randolph Field ISD,015906,Guadalupe,13,Bexar County,San Antonio Area,29.5491984,-98.2947882,Therapy,Therapy,,,,,,,,,,ABA therapy,local,,,,,True,,Therapy: Behavioral,,,,,,,,,
recDL6vlMA3OhIg22,Growing Seeds Academy Lewisville,"139 Valley View Dr, Lewisville, TX, 75067","Lewisville, TX 75067",139 Valley View Dr,Lewisville,TX,75067,(214) 222-5430,info@growingseedsacademy.com,https://www.growingseedsacademy.com,Lewisville ISD,061902,Denton,11,Denton County,Dallas-Fort Worth,33.0144959,-96.99502869999999,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDO2GDlU6BCPWuk,Legacy Classical Christian Academy,"220 Main St, Haslet, TX, 76052","Haslet, TX 76052",220 Main St,Haslet,TX,76052,(817) 382-2322,info@legacyclassical.org,https://www.legacyclassical.org,Northwest ISD,061911,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.9761548,-97.34939999999999,Schools,Schools,Private School,Grades PreK–12,-1,12,True,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDOLQBMIO4zNW5r,De Colores Child Development Center Weber,"4210 Weber Rd, Corpus Christi, TX, 78411","Corpus Christi, TX 78411",4210 Weber Rd,Corpus Christi,TX,78411,(361) 249-5362,decolorescdc2@gmail.com,https://www.decolorescdc.com,Flour Bluff ISD,178914,Nueces,2,Nueces County,South Texas,27.7351107,-97.3899132,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDPQh0sNpcrzRQB,St. Mary's Catholic School - Temple,"1019 S Seventh St, Temple, TX, 76504","Temple, TX 76504",1019 S Seventh St,Temple,TX,76504,+12547788141,info@stmarys-temple.org,https://stmarys-temple.org,Temple ISD,014909,Bell,12,Bell County,Central Texas,31.0873656,-97.3485762,Schools,Schools,Private School,Grades PreK–12,-1,12,True,True,True,True,EFA-Eligible,"St. Mary’s Catholic School partners with families to provide a strong academic foundation rooted in faith, values, and character development for students in PreK3–8th grade. With small class sizes, personalized attention, and dedicated teachers, children are known, supported, and challenged in a safe, nurturing environment where they can grow with confidence. Serving families in Temple and surrounding areas, St. Mary’s offers enriching extracurriculars and tuition scholarships, making a high‑quality Catholic education both accessible and impactful.
",local,,,,,True,,,,,9999,10399,,,,,
recDTC0dauJukP0tD,Yeshiva Torat Emet,"11330 Braesridge Dr, Houston, TX, 77071","Houston, TX 77071",11330 Braesridge Dr,Houston,TX,77071,+17137213900,admin@ytehouston.org,https://www.ytehouston.org,Houston ISD,101912,Harris,4,Harris County,Houston Area,29.6548187,-95.511624,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recDUc0z8oKMBNcn8,Torah Day School,"10900 Fondren Rd, Houston, TX, 77096","Houston, TX 77096",10900 Fondren Rd,Houston,TX,77096,(713) 777-2000,efrancis@tdshouston.org,https://www.tdshouston.org,Houston ISD,101912,Harris,4,Harris County,Houston Area,29.6613255,-95.5092334,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
