id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
rec7yWnyUEgW9RdlA,Clear Leadership Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,313 W San Antonio St,Lockhart,TX,78644,Caldwell County,Austin Area,29.875514,-97.6826474,https://learn2leadtx.org,(979) 484-9848,gjanak@learn2leadtx.org,,,,,,,
rec85iO6KA70UPpsD,Adventure Discovery Center Number 3,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2631 W 4th St,Irving,TX,75060,Dallas County,Dallas-Fort Worth,32.8108531,-96.9814241,https://irvingdaycare.com,(972) 790-1958,adventure1992@aol.com,,,,,,,
rec8GWEDimd8XdEXl,Mercy Culture Preparatory Academy,Schools,Schools,Private School,local,"We are a presence-driven school, built on the foundation of God’s Word, where we consistently seek His heart and His mind in everything we do. Rooted in a biblical worldview and committed to excellence, we choose to be set apart—shaping students who think, live, and lead according to truth rather than culture. We partner with families to develop Kingdom leaders by equipping the whole student—spirit, mind, and body—through presence-driven discipleship. 

From Preschool through 12th grade, we provide strong academics, intentional spiritual formation, and a competitive, full sports program for middle and high school students.",,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,1401 Oakhurst Scenic Dr,Fort Worth,TX,76111,Tarrant County,Dallas-Fort Worth,32.7820213,-97.3194963,https://www.mcprep.org,(817) 332-3351,katie.fonville@mcprep.org,,,85,9.5,9.9,18,8.5
rec8GinBW1xowhwLW,A-1 Montessori Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,12805 Westheimer Rd,Houston,TX,77077,Harris County,Houston Area,29.7356794,-95.6096783,https://a-1montessoriacademy.com,(832) 350-6409,enroll.a1montessori@gmail.com,,,,,,,
rec8HTiKx3VSaMJmY,Jabberwocky Journey Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"1321 Farm To Market Rd, Unit 2673",Canyon Lake,TX,78133,Comal County,San Antonio Area,29.8499686,-98.1705051,https://jabberwockyjourney.com,(830) 964-2358,jabberwockyjourney@gvtc.com,,,,,,,
rec8HpSZI1KOZiGpI,Abc Tree House Aca - Home,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,23807 Hawthorn Dale Ct,Katy,TX,77493,Harris County,Houston Area,29.8151906,-95.7872598,,(281) 919-5884,treehousedir2@gmail.com,,,,,,,
rec8LaacNPgqxKtOj,Kids Being Kids Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1521 Trenton Rd,Mcallen,TX,78504,Hidalgo County,Rio Grande Valley,26.2687223,-98.2256861,,(956) 495-6114,pattim2000@hotmail.com,,,,,,,
rec8O3vlvndC5g5mS,Trinity Lutheran School Amarillo,Schools,Schools,Private School,local,Trinity has been providing a faith-based education since 1948. Our LCMS Lutheran Christian school adheres to the teachings of God's Word and the traditional values it contains. Our small class sizes allow us to have a sincere relationship with each student and their family.,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,5005 I 40 W,Amarillo,TX,79106,Potter County,Panhandle,35.1908451,-101.8920056,https://www.trinitylutheranschool.org,(806) 352-5620,sblack@trinitylutheranschool.org,,,,,,,
rec8OeRfaLPHZCMZd,Miles Of Smiles Childcare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1305 S Washington Ave,Marshall,TX,75670,Harrison County,East Texas,32.5327262,-94.3682911,https://milesofsmilespreschoolandchildcare.com,(903) 702-5506,milesofsmiles1028@gmail.com,,,,,,,
rec8PchlVRnX3sFTm,Right Fit Kids Academy- Palm Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5203 Browncroft St,Houston,TX,77021,Harris County,Houston Area,29.6958129,-95.3372655,https://rightfitkidsacademy.com,(281) 250-8766,shelia_chatman@yahoo.com,,,,,,,
rec8SVvwkiqO0wbKd,Preschool 101 Plus,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2020 S Scullin Ave,Denison,TX,75020,Grayson County,North Texas,33.7353694,-96.54754799999999,,(903) 337-1766,preschool101.plus@gmail.com,,,,,,,
rec8Sw9XkiQAkTemj,Tots Haven Christian Academy,Schools,Schools,Private School,local,"We're bridging the gap to success! It's a fact, without a quality preschool education, children can fall behind in their cognitive, social-emotional, math and language skills.  These effects can last a lifetime. Tot's Haven Christian Academy provides the nurturing learning environment and proven teaching techniques to close this gap and help your child embrace a lifetime love of learning and a foundation for success.",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5216 Helmick Ave,Fort Worth,TX,76107,Tarrant County,Dallas-Fort Worth,32.7170595,-97.3999395,https://totshavendaycare.com,(817) 731-2760,totshavendaycare@sbcglobal.net,,,1,0.9,1,1,0.9
rec8T6s4wh9TVStmn,Tsa - All American Prep,Schools,Schools,Private School,local,,,,,,,,True,,,3,12,,True,True,True,Grades 3–12,EFA-Eligible,"3520 Farm To Market Rd 723, Ste N & O",Rosenberg,TX,77471,Fort Bend County,Houston Area,29.6146645,-95.81095479999999,https://sportsacademy.school/richmond,(512) 306-3311,tefa@sportsacademy.school,,,,,,,
rec8THS2OLMKp6hbU,Weimar Wildcat Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,400 Townsend Dr,Weimar,TX,78962,Colorado County,Houston Area,29.6921296,-96.7834329,,(979) 725-1090,weimarwildcatacademy@gmail.com,,,,,,,
rec8W6ug32yO8wH2Q,Pantego Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,2201 W Park Row Dr,Arlington,TX,76013,Tarrant County,Dallas-Fort Worth,32.7223378,-97.14213629999999,https://pantego.com,(817) 460-3315,kferrell@pantego.com,,,,,,,
rec8WA2FVKlUfTAqY,The Childrens Courtyard,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,3701 E Broad St,Mansfield,TX,76063,Tarrant County,Dallas-Fort Worth,32.5798369,-97.0765426,https://childrenscourtyard.com,(817) 477-8037,broad@childrenscourtyard.com,,,,,,,
rec8ZVoEjN3K1fy5J,O'Connell College Preparatory School,Schools,Schools,Private School,local,"At O'Connell College Preparatory School, we educate the whole student-spiritually, academically, and socially-through fauth, service, and academic excellence.  As the only Catholic high school in Galveston County, we continue a tradition of greatness spanning more than 175 years.  ",,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,1320 Tremont,Galveston,TX,77550,Galveston County,Houston Area,29.2967544,-94.7905396,https://www.oconnellprep.com,+14097655534,paula.lamb@oconnellprep.com,9550,9550,0.95,0.91,1,10,0.98
rec8eROT3DVveRYi4,La Petite Academy West Sunset,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,318 W Sunset Rd,San Antonio,TX,78209,Bexar County,San Antonio Area,29.5068797,-98.4715433,,(210) 824-1200,7645@lapetite.com,,,,,,,
rec8edHhLyf9zq4rn,Mclaughlin & Whaley Educational Services,Tutoring,Tutoring,,local,"We offer tutoring services via certified teachers for students in grades K - 12. We tutor Language Arts, Math, Science, and Social Studies.",,,,,,,True,,Tutoring: Math; Tutoring: English/Language Arts; Tutoring: Social Studies/Humanities; Tutoring: Science,,,,,,,,,"600 S Bell Blvd, Ste 16",Cedar Park,TX,78613,Williamson County,Austin Area,30.5045636,-97.8185217,https://www.tutor4you.org,(512) 394-5068,mcwhaley2022@gmail.com,,,,,,,
rec8ie2iBVuPor3vL,Wdlc,Therapy,Therapy; Tutoring,,local,"Wimberley Dyslexia & Learning Center specializes in providing one-on-one and small group intensive dyslexia therapy and reading/language instruction. Our approach is tailored to meet each student's needs through evidence-based, multi-sensory, and systematic instruction, grounded in the Orton-Gillingham approach and taught by Certified Academic Language Therapists and specialists. We provide dyslexia therapy, academic language support, and instructional support in reading, writing, and math.",,,,,,,True,,Tutoring: Math; Tutoring: English/Language Arts; Therapy: Dyslexia/Dsygraphia,,,,,,,,,13501 Ranch Rd 12,Wimberley,TX,78676,Hays County,Austin Area,29.9951068,-98.09286069999999,https://www.wimberleydyslexiacenter.com,(512) 731-7106,casey@wimberleydlc.com,,,,,,,
rec8kJDDdRUxVQqsH,Creative Care - Wharton,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,909 Olive St,Wharton,TX,77488,Wharton County,Houston Area,29.317165,-96.0920838,,(979) 532-0830,ccwharton@fractaleg.com,,,,,,,
rec8od4ertqEZYHe1,Ivy Kids Young Ranch,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1423 Hidden Village Dr,Brookshire,TX,77423,Waller County,Houston Area,29.7676275,-95.881745,https://ivykidsyoungranch.com,(281) 712-6368,kelly@ivykidsyoungranch.com,,,,,,,
rec8q9A9YdLpOqSP0,Antle Pediatric Speech-Language Therapy,Therapy,Therapy,,local,"Antle Speech Therapy is a small North Austin practice owned by Amber Antle, a licensed speech-language pathologist and certified Autism Spectrum Disorder Clinical Specialist (ASDCS) with over 12 years of experience, providing highly individualized, all-in care for each client. Amber specializes in speech sound disorders, apraxia of speech, selective mutism, gestalt language development, and receptive/expressive language, using a neurodiversity-affirming, strengths-based approach and collaborating closely with families and other professionals to build strong communication foundations.",,,,,,,True,,Therapy: Speech,,,,,,,,,8810 Business Park Dr,Austin,TX,78759,Travis County,Austin Area,30.3780431,-97.74186,https://www.antlespeechtherapy.com,(817) 584-9980,antlespeechtherapy@gmail.com,,,,,,,
rec8qGDKZNHU7bjNp,St. Anthony Catholic High School (San Antonio),Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,3200 Mccullough Ave,San Antonio,TX,78212,Bexar County,San Antonio Area,29.4601944,-98.48997,https://www.sachs.org,(210) 832-5600,plramire@uiwtx.edu,,,,,,,
rec8sscfGlpSrrryq,Christ Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,5105 Stone Lake Dr,Wichita Falls,TX,76310,Wichita County,North Texas,33.8522122,-98.51343349999999,https://www.christacademywf.org,(940) 692-2853,tjacobus@christacademywf.org,,,,,,,
rec8t6Wn3Px0w3YpU,Marian High School (Nti Career Institute),Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,"9896 Bissonnet, Ste 230",Houston,TX,77036,Harris County,Houston Area,29.6780562,-95.5525799,https://marianhsinfo.com,(713) 429-1256,marianhs1215@yahoo.com,,,,,,,
rec8vcn6YqUKJ7ZL6,Saint Rita Catholic School Dallas,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,12525 Inwood Rd,Dallas,TX,75244,Dallas County,Dallas-Fort Worth,32.9198825,-96.8191062,https://www.strita.net,(972) 239-3203,lhenderson@strita.net,,,,,,,
rec8vdGvqUvrBMcRV,Kids Usa Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"6205 Coit Rd, Ste 118",Plano,TX,75024,Collin County,Dallas-Fort Worth,33.0577457,-96.77231979999999,https://kidsusamontessori.org,(972) 596-5700,info@kidsusamontessori.org,,,,,,,
rec8vuHPj2fC2GZNV,Lighthouse Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,5525 W Illinois Ave,Dallas,TX,75211,Dallas County,Dallas-Fort Worth,32.7224578,-96.914771,https://info@lighthouselc.org,(214) 339-2207,info@lighthouselc.org,,,,,,,
rec8wZu6hmxnu3m8Y,The Brook Hill School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1051 N Houston St,Bullard,TX,75757,Smith County,East Texas,32.1498539,-95.3305747,https://www.brookhill.org,(903) 894-5000,kmarkasky@brookhill.org,,,,,,,
rec8xsmdXHtlRqRFg,Mathnasium Of Belterra,Tutoring,Tutoring,,local,Math Tutoring,,,,,,,True,,Tutoring: Math,,,,,,,,,"165 Hargraves Dr, # P400",Austin,TX,78737,Hays County,Austin Area,30.2069378,-97.975239,https://mathnasium.com/belterra,(979) 571-8752,jennifer.speer@mathnasium.com,,,,,,,
rec8xvsBuZF4pReUu,Alpha School - Fort Worth,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,3300 Bryant Irvin Rd,Fort Worth,TX,76109,Tarrant County,Dallas-Fort Worth,32.7021809,-97.4133547,,(817) 330-9327,tefa@alpha.school,,,,,,,
rec90yiCDCaphZ5Ct,Bloom Behavioral & Educational Solutions,Therapy,Therapy,,local,"Applied Behavior Analysis services, behavioral and educational consultation and support",,,,,,,True,,Therapy: Behavioral,,,,,,,,,1842 Lockhill Selma,San Antonio,TX,78213,Bexar County,San Antonio Area,29.5365543,-98.52298900000001,https://www.bloomaba.net,(210) 643-1119,traci@bloomaba.net,,,,,,,
rec91CYAsUZ8Y1mEI,Kids R Kids No. 29 League City,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,170 W Bay Area Blvd,League City,TX,77573,Galveston County,Houston Area,29.4908401,-95.1545506,https://kidsrkids.com/league-city-bay-area,(281) 332-6611,frandemari@krkcare.com,,,,,,,
rec91wl5OyVzLBzPI,Our Lady Of Sorrows School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,1100 Gumwood Ave,Mcallen,TX,78501,Hidalgo County,Rio Grande Valley,26.2101488,-98.2304161,https://olsschool.org,(956) 686-3651,imartinez@cdobcs.org,,,,,,,
rec95dgMp44R71Mbz,Jefferson Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,3060 FM 728,Jefferson,TX,75657,Marion County,East Texas,32.8076046,-94.4046462,https://www.jca-tx.org,(903) 665-3973,sherry.clapp@jca-tx.org,,,,,,,
rec96kUYLkaUGCZnW,Kid Kountry,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,476 Henderson Ln,Longview,TX,75605,Gregg County,East Texas,32.5720839,-94.7340005,,(903) 663-6565,k.kountry@yahoo.com,,,,,,,
rec96pp1PQQ7q9oDE,Corpus Christi Catholic School,Schools,Schools,Private School,local,"Corpus Christi Catholic School in Houston is the best small school to make a BIG difference in your child’s life! Ranked among the Top 10 Private K–8 Schools in Houston by Niche, we are dedicated to nurturing both spiritual growth and academic excellence. Our faith-filled community inspires students to reach their full potential, become lifelong learners, and grow into morally strong, compassionate leaders who make a positive impact on the world.",,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4005 Cheena,Houston,TX,77025,Harris County,Houston Area,29.6743787,-95.44153750000001,https://www.corpuschristihouston.org,(713) 664-3351,jdubbelde@corpuschristihouston.org,10219,10913,0.75,0.97,1,,
rec99O6Q7yyqWUMKb,Academics Plus,Tutoring,Tutoring,,local,"Supplemental education provider. We provide prescriptive instruction in reading, math, and college preparation. We also provide advocacy services to our families at no extra cost.",,,,,,,True,,,,,,,,,,,175 S Ridge Rd,Mckinney,TX,75072,Collin County,Dallas-Fort Worth,33.197396,-96.6972353,https://www.academicsplus.com,(214) 973-9719,stephanie.talley@academicsplus.com,,,,,,,
rec9A5yzbFFW8i92B,West Dallas Community School,Schools,Schools,Private School,local,"West Dallas Community School provides access to exceptional private Christian, classical education in Dallas to families from all socioeconomic backgrounds. We scholarship every student at a level affordable for them.
Central to the school is a commitment to train students to know and love God, and every day, WDCS students start by singing our hymn of the month, praying, and reading the Bible. We aim to provide excellent Christ-centered education for Pre-K through 8th grade students to every family who wants it. ",,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2300 Canada Dr,Dallas,TX,75212,Dallas County,Dallas-Fort Worth,32.7921718,-96.85972629999999,https://wdcschool.org,+12142312450,mcordova@wdcschool.org,15000,19000,0.9,,0.99,9,0.9
rec9BBqfBdudG19lx,St. Helen Catholic School - Georgetown,Schools,Schools,Private School,local,"*Mission Statement
     St. Helen Catholic School is committed to educating the whole person to see 
     with Christ’s eyes.
*Vision Statement
     St. Helen Catholic School is a place where God permeates all that we do 
     while we foster joyful disciples who know, love, and serve Christ and one 
     another.
*Philosophy
     St. Helen Catholic School believes that all who minister to our students 
     should work to develop them in Spirit, Mind, and Body by nurturing a 
     commitment to know, love, and serve Christ and one another, by 
     encouraging each child to attain their fullest potential, and by promoting and 
     modeling a positive attitude towards a healthy lifestyle.",,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2700 E University Ave,Georgetown,TX,78626,Williamson County,Austin Area,30.6367416,-97.6468276,https://www.shcslions.org,(512) 868-0744,principal@shcslions.org,8188,9640,,,,,
rec9HPTKOg3uvNgyR,Blooming Kids,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,"9109 Mcpherson Rd, Ste 6",Laredo,TX,78045,Webb County,South Texas,27.5936658,-99.4788229,https://www.bloomingkidslaredo.com,(956) 237-1249,bloomingkidsllc@gmail.com,,,,,,,
rec9JWZibGYqji8Zs,Trinity Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,4954 E I-20 Service Rd S,Willow Park,TX,76087,Parker County,Dallas-Fort Worth,32.73591876040484,-97.64201444047578,https://www.tcaeagles.org,(817) 441-5897,fterrazas@tcaeagles.org,,,,,,,
rec9KJN5UE2pwJiy4,Mathnasium Of Encino Park,Tutoring,Tutoring,,local,math tutoring,,,,,,,True,,Tutoring: Math,,,,,,,,,"22103 Bulverde Rd, # 112",San Antonio,TX,78259,Bexar County,San Antonio Area,29.6461346,-98.42576900000002,https://mathnasium.com/encinopark,(979) 571-8752,jennifer.speer@mathnasium.com,,,,,,,
rec9NNyCy5LBRSys0,Bishop Louis Reicher Catholic School,Schools,Schools,Private School,local,"Bishop Louis Reicher Catholic School is a vibrant PreK3-12 school dedicated to fostering saints, scholars, and leaders. Rooted in faith and strengthened by strong academics, fine arts, and athletics, we partner with families to develop confident, compassionate young people who are prepared for college, vocation, and life.",,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,2102 N 23rd St,Waco,TX,76708,McLennan County,Central Texas,31.5597494,-97.16583209999999,https://bishopreicher.com,+12547528349,admissions@bishopreicher.com,6800,10800,0.96,0.97,1,14,0.78
rec9NdOqCMuMTaCYT,First United Methodist Day School And Afterschool,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,129 W Hutchison St,San Marcos,TX,78666,Hays County,Austin Area,29.8838976,-97.9427425,https://www.fumcsm.org/day-school,(512) 396-3236,dsadirector@fumcsm.org,,,,,,,
rec9OWv1IGV7hFoxk,Bethel's Family Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,14442 Fonmeadow Dr,Houston,TX,77035,Harris County,Houston Area,29.639069,-95.50289509999999,https://bfcaeagles.org,(713) 714-3658,brenda.pye@bfcaeagles.org,,,,,,,
rec9OvjfwnhXp8wIu,Sunrise Academy,Therapy,Tutoring; Enrichment; Therapy,,local; online,"Sunrise Tutorial is a Texas-based academic support program designed to provide affordable, accessible tutoring and learning support for students in kindergarten through 12th grade. Our program specializes in supporting struggling learners, special education students, and families who need low-cost academic solutions. Sunrise Tutorial provides: Small-group academic instruction (online and in-person) One-on-one tutoring (middle & high school) Bilingual tutoring options Subject-specific academic support (Math, Reading, Writing, Science, STEM & more) Special-needs friendly instructional methods Sunrise uses licensed therapists, trained tutors, and SEL-based strategies that help children build confidence and academic mastery. Many of our families qualify for free tutorial support through Medicaid-funded group therapy, and families who do not use insurance may receive significant sliding-scale pricing based on income. Sunrise is built to ensure that low-income families receive the SAME high-quality support as private-pay families, and to close learning gaps in reading, math, language, testing, and executive functioning. The program is also structured to align with the goals of the Texas Parent-Directed Special Education Services (PDASES) and Texas ESA educational funding opportunities. What makes Sunrise different Affordable pricing (20% below market) Free for qualifying families through Medicaid programs Sliding scale for private pay SEL-based and trauma-informed instruction Supports special education students Offers bilingual tutoring Small groups capped for quality Online + in-person availability Academic support plus emotional skills support Mission To ensure that every child—regardless of income, disability, or educational barriers—receives high-quality academic instruction that builds confidence, mastery, emotional regulation, and long-term academic success. Students We Serve ✔ General education ✔ Special education ✔ Struggling learners ✔ Gifted learners needing enrichment ✔ Students with anxiety or academic overwhelm ✔ Students needing executive-function coaching ✔ Families who need low-cost, reliable tutorial support ✔ Homeschool families ✔ ESA & parent-directed service families ✔ Bilingual families Subjects Offered Reading & literacy Math (K–12, including Algebra, Geometry, Pre-Cal, Calculus) Science (Biology, Chemistry, Physics) Social Studies & History Study skills Writing Executive functioning Funding & Payment Options Medicaid group therapy (free tutorial eligibility) ESA Parent-Directed Services Private pay sliding-scale Private pay hourly or monthly One-on-one upgrades available",,,,,,,True,,Tutoring: Neurodivergent-Focused; Tutoring: Math; Tutoring: Science; Tutoring: Social Studies/Humanities; Tutoring: Foreign Language; Tutoring: English/Language Arts; Enrichment: Life Skills & Career Prep; Enrichment: Sports & PE; Therapy: Behavioral,,,,,,,,,1400 Broadfield Blvd,Houston,TX,77084,Harris County,Houston Area,29.7881294,-95.6588318,https://www.sunriseacademytx.com,(281) 906-7134,tbirts.mbsa@gmail.com,,,,,,,
rec9Q8Kmmm4slnvy9,Pre-School For Little Zebras,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1211 Blanton Dr,Sherman,TX,75092,Grayson County,North Texas,33.6468133,-96.63279840000001,https://pre-schoolforlittlezebras.weebly.com,(903) 816-2432,delmar.l.hill@verizon.net,,,,,,,
rec9Sr3T1rvDDHi4k,Primrose School Of Mid-Cities,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,500 Mid-Cities Blvd,Hurst,TX,76054,Tarrant County,Dallas-Fort Worth,32.8669773,-97.1750802,https://www.primrosemidcities.com,(817) 485-8993,s_barfknecht@sbcglobal.net,,,,,,,
rec9Yq6FHZEQNdtOA,First Methodist School,Schools,Schools,Private School,local,"First Methodist School is a ministry of First United Methodist Church Duncanville.  Our school has served the families of the Best Southwest area since 1968.  We educate the whole child through an age appropriate, planned program within a nurturing, Christian environment.  We partner with families to help children grow physically, emotionally, academically, spiritually, and socially. ",,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,403 S Main St,Duncanville,TX,75116,Dallas County,Dallas-Fort Worth,32.6484088,-96.90913309999999,https://fmsduncanville.com,+19722985890,erika@fumcd.com,2250,7425,,0.9,,1,
rec9aC0fwFTP7xfzr,Kids R Kids # 51 Of Legends Ranch,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,29910 Aldine Westfield Rd,Spring,TX,77386,Montgomery County,Houston Area,30.1231746,-95.4003876,https://www.krklegends.com,(281) 363-2227,info@krklegends.com,,,,,,,
rec9eUOeGxoBKdbqf,"Institute For Girls Education, Inc. Dba Magnolia School",Schools,Schools,Private School,local,,,,,,,,True,,,0,8,False,True,True,False,Grades K–8,EFA-Eligible,9902 Long Point Rd,Houston,TX,77055,Harris County,Houston Area,29.794517289815,-95.536134703106,https://www.magnoliaschool.org,(281) 786-4000,annamarie.omanga@magnoliaschool.org,,,,,,,
rec9fdzkKS7F930em,"Country Home Learning Center #4, Ltd",Schools,Schools,Private School,local,"Our young students will experience a rich variety of hands-on activities that encourage them to explore, discover solutions, and engage in countless projects that challenge and excite young minds. In addition to being cared for and loved, your child will have a blast at CHLC! With indoor and outdoor playgrounds, a waterpark, computer lab, soda shop, theater, library, putt-putt golf, tons of planned activities, and more, we provide an environment that fosters curiosity, imagination, and growth.",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,14966 Spring Farm St,San Antonio,TX,78247,Bexar County,San Antonio Area,29.5742161,-98.37815680000001,https://countryhomelearningcenter.com,+12106547311,ch4@countryhomelc.com,9878,17054,1,,,11,
rec9hSV7ChnmvqFnr,Wonderland Montessori Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,3132 Hudson Xing,Mckinney,TX,75070,Collin County,Dallas-Fort Worth,33.1716171,-96.70260669999999,https://www.wonderlandmontessori.com/mckinney,(972) 540-1516,mckinney@wonderlandmontessori.com,,,,,,,
rec9hsG4pRxaw0KnG,El Paso Country Day School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,220 E Cliff Dr,El Paso,TX,79902,El Paso County,El Paso Area,31.7685189,-106.4946867,https://epcds.org,(915) 533-4492,epcds1980@gmail.com,,,,,,,
rec9htUXxIpBtAqGP,Kumon Of Waco,Tutoring,Tutoring,,local,"Kumon is an after school learning program focused on math and reading/writing. We offer individualized instruction designed to help students develop strong self-learning skills, ensuring their long-term success in school.",,,,,,,True,,Tutoring: Math; Tutoring: English/Language Arts,,,,,,,,,"8810 W Hwy 84, Ste 503",Waco,TX,76712,McLennan County,Central Texas,31.49744,-97.2181457,https://www.kumon.com/waco,(979) 229-1712,carolpaull@ikumon.com,,,,,,,
rec9jANO4LMSpURR3,Mary Immaculate School,Schools,Schools,Private School,local,"Mary Immaculate Catholic School provides a Christ-centered learning environment that fosters wonder and excitement, igniting in each student a love for learning and a desire to grow in faith and character.",,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,14032 Dennis Ln,Farmers Branch,TX,75234,Dallas County,Dallas-Fort Worth,32.9365108,-96.88435899999999,https://www.mischool.org,+19722437105,office@mischool.org,9490,14520,,,,,
rec9jxMAyP2YGRCAg,Primrose School Of Grand Peninsula,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2430 Grand Peninsula Dr,Grand Prairie,TX,75054,Tarrant County,Dallas-Fort Worth,32.6117324,-97.03915549999999,https://www.primroseschools.com/schools/grand-peninsula,(817) 477-0077,hatch@primrosegrandpeninsula.com,,,,,,,
